title,year,source,selection_criteria,status,comments
"On Feelings of Comfort, Motivation and Joy that GUI and TUI Evoke",2014,Springer Link,The digital tabletop interface was not tangible,Rejected,
On the Interoperability Contributions of S-BPM,2014,Springer Link,The digital tabletop interface was not tangible,Rejected,
Theme issue on designing collaborative interactive spaces,2013,Springer Link,The digital tabletop interface was not tangible,Rejected,
Innovation in Product Engineering,2016,Springer Link,The digital tabletop interface was not tangible,Rejected,
Worlds in the Age of Digital Simulation,2015,Springer Link,The digital tabletop interface was not tangible,Rejected,
More Playful User Interfaces: An Introduction,2015,Springer Link,The digital tabletop interface was not tangible,Rejected,
"An integrated environment and development framework for social gaming using mobile devices, digital TV and Internet",2014,Springer Link,The digital tabletop interface was not tangible,Rejected,
Playful Interfaces: Introduction and History,2014,Springer Link,The digital tabletop interface was not tangible,Rejected,
Remote Collaboration with Spatial AR Support,2014,Springer Link,The digital tabletop interface was not tangible,Rejected,
Tangible or Not Tangible – A Comparative Study of Interaction Types for Process Modeling Support,2014,Springer Link,The digital tabletop interface was not tangible,Rejected,
A 3D Visualization Approach for Process Training in Office Environments,2016,Springer Link,The digital tabletop interface was not tangible,Rejected,
Proposal of an Architecture and Implementation of a Triage Support System,2016,Springer Link,The digital tabletop interface was not tangible,Rejected,
Storyboards as a Lingua Franca in Multidisciplinary Design Teams,2016,Springer Link,The digital tabletop interface was not tangible,Rejected,
Distributed Architecture for Supporting Collaboration,2015,Springer Link,The digital tabletop interface was not tangible,Rejected,Display vertical
Hybrid Games: Designing Tangible Interfaces for Very Young Children and Children with Special Needs,2015,Springer Link,The digital tabletop interface was not tangible,Rejected,display vertical
Augmented Tangible Surfaces to Support Cognitive Games for Ageing People,2015,Springer Link,The digital tabletop interface was not tangible,Rejected,Display vertical
Sound localization on a horizontal surface: virtual and real sound source localization,2015,Springer Link,The digital tabletop interface was not tangible,Rejected,
Cyberlearning Community Report: Emerging Design Themes in US TEL,2017,Springer Link,The digital tabletop interface was not tangible,Rejected,
Designing an Interactive Learning to Enrich Children’s Experience in Museum Visit,2017,Springer Link,The digital tabletop interface was not tangible,Rejected,
Instruments for Spatial Sound Control in Real Time Music Performances. A Review,2016,Springer Link,The digital tabletop interface was not tangible,Rejected,
The design of smart educational environments,2016,Springer Link,The digital tabletop interface was not tangible,Rejected,
Modding Tabletop Games for Education,2019,Springer Link,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop digital
Playing with Persiflage: The Impact of Free-Form Dialogue on the Play of Computer Role Playing Games,2019,Springer Link,The digital tabletop interface was not tangible,Rejected,
From Design Fiction to Design Fact: Developing Future User Experiences with Proto-Tools,2018,Springer Link,The digital tabletop interface was not tangible,Rejected,
"Sheets 2, 3 and 4 (The Middle Sheets)",2017,Springer Link,The digital tabletop interface was not tangible,Rejected,
Participatory Design of Technology for Inclusive Education: A Case Study,2017,Springer Link,The digital tabletop interface was not tangible,Rejected,n tem display
Computer Music Languages and Systems: The Synergy Between Technology and Creativity,2016,Springer Link,The digital tabletop interface was not tangible,Rejected,
Physical Versus Digital Sticky Notes in Collaborative Ideation,2018,Springer Link,The digital tabletop interface was not tangible,Rejected,"Usa uma Microsoft Surface Hub, que é um digital whiteboard, não um tabletop"
A coherent framework for simultaneous detection and spotting of the nucleus phase from the mid-air gesticulation of alphanumeric keys,2023,Springer Link,The digital tabletop interface was not tangible,Rejected,
Teaching Defence Against the Dark Arts Using Game-Based Learning: A Review of Learning Games for Cybersecurity Education,2020,Springer Link,The digital tabletop interface was not tangible,Rejected,
Turn taking with turn-talk in group: Actions and reflections with children and teachers,2019,Springer Link,The digital tabletop interface was not tangible,Rejected,
M.Integrator: a maker’s tool for integrating kinetic mechanisms and sensors,2019,Springer Link,The digital tabletop interface was not tangible,Rejected,
Technology for Social Change in school contexts: A new landscape for K-12 educational technology research,2018,Springer Link,The digital tabletop interface was not tangible,Rejected,
Special issue on exploring new Natural User Experiences,2017,Springer Link,The digital tabletop interface was not tangible,Rejected,
Tackling developmental delays with therapeutic activities based on tangible tabletops,2017,Springer Link,The digital tabletop interface was not tangible,Rejected,"Display vertical
"
"Designing an Arts-Based, Collaborative Mystery Game to Improve Players’ Motivation and Confidence as Storytellers",2021,Springer Link,The digital tabletop interface was not tangible,Rejected,Menciona um tabletop simulator like
Selfie fundus imaging for diabetic retinopathy screening,2021,Springer Link,The digital tabletop interface was not tangible,Rejected,Menciona uma câmera digital de mesa (Digital tabletop camera)
The Latest Technologies for Mobile Learning,2020,Springer Link,The digital tabletop interface was not tangible,Rejected,mobile
MR Environments Constructed for a Large Indoor Physical Space,2020,Springer Link,The digital tabletop interface was not tangible,Rejected,
"Smart home design flexibility as an enabler of sustainability and the reception in Sulaiymaniah, Kurdistan Region-Iraq",2020,Springer Link,The digital tabletop interface was not tangible,Rejected,
Designing a Smart Toy Interactive Setting for Creating Stories: From Free Play to Story Structure and Reflection Support,2020,Springer Link,The digital tabletop interface was not tangible,Rejected,
Agile Software Tools in the Field: The Need for a Tool Reflection Process,2021,Springer Link,The digital tabletop interface was not tangible,Rejected,
Exploring Current Board Games’ Accessibility Efforts for Persons with Visual Impairment,2021,Springer Link,The digital tabletop interface was not tangible,Rejected,É sobre tabletop games analógicos
What if Social Robots Look for Productive Engagement?: Automated Assessment of Goal-Centric Engagement in Learning Applications,2021,Springer Link,The digital tabletop interface was not tangible,Rejected,
Collaborative Learning Analytics,2021,Springer Link,The digital tabletop interface was not tangible,Rejected,
"Collaborative behavior, performance and engagement with visual analytics tasks using mobile devices",2020,Springer Link,The digital tabletop interface was not tangible,Rejected,mobile
Pivoting to Land Co-Creative AI Tools in Newsrooms,2025,Springer Link,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Cyber Ranges,2025,Springer Link,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Computer Games for Entertainment and Education: A Literature Review and Exploration on Artificial Intelligence Integration,2025,Springer Link,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Situating makerspace curricula for students with learning differences within Vygotsky’s cultural historical psychology,2024,Springer Link,The digital tabletop interface was not tangible,Rejected,Display vertical
HI Applications for ADHD Children: A Case for Enhanced Visual Representations Using Novel and Adapted Guidelines,2023,Springer Link,The digital tabletop interface was not tangible,Rejected,
An exploration of pressure input with bare finger for Mobile interaction in stationary and Mobile situations,2023,Springer Link,The digital tabletop interface was not tangible,Rejected,foco em mobile
The role of interface configuration on performance accuracy in eyes-free touchscreen interaction,2023,Springer Link,The digital tabletop interface was not tangible,Rejected,mobile
Informing the design of a multisensory learning environment for elementary mathematics learning,2021,Springer Link,The digital tabletop interface was not tangible,Rejected,
Usability of Montessori tangible user interfaces to support learners’ retention skills in preschools,2022,Springer Link,The digital tabletop interface was not tangible,Rejected,"O display não é feito direto na mesa, a mesa serve só como forma de input"
An Effective Design on Locomotion and View Management for an Immersive Analytics Platform in Everyday Use,2024,Springer Link,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
A user-based information rating scale to evaluate the design of technology-based supports for autism,2023,Springer Link,The digital tabletop interface was not tangible,Rejected,
"Design, Implementation, and Early Experimentation of a Music Tangible User Interface for Elderly People Rehabilitation",2023,Springer Link,The digital tabletop interface was not tangible,Rejected,Display vertical
Music Tangible User Interfaces and Vulnerable Users: State of the Art and Experimentation,2023,Springer Link,The digital tabletop interface was not tangible,Rejected,Display vertical
Examining the Effects of Embodied Interaction Modalities on Students’ Retention Skills in a Real Classroom Context,2022,Springer Link,The digital tabletop interface was not tangible,Rejected,Display vertical
Towards tabletop interaction with everyday artifacts via pressure imaging,2010,Scopus,The digital tabletop interface was not tangible,Rejected,Display vertical
Designing tangible tabletop interfaces for patients in rehabilitation,2008,Scopus,The digital tabletop interface was not tangible,Rejected,
Empowering soft skills in children with ADHD through the co-creation of tangible tabletop games,2024,Scopus,The digital tabletop interface was not tangible,Rejected,NikVision -> Display vertical
Improving awareness of automated actions using an interactive event timeline,2013,Scopus,The digital tabletop interface was not tangible,Rejected,
Speeder Reader: An experiment in the future of reading,2002,Science@Direct,The digital tabletop interface was not tangible,Rejected,
Assessing learning in technology-rich maker activities: A systematic review of empirical research,2020,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Exploring Spatial Interaction in Assistive Technology Through Prototyping,2015,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é focado em tabletop
An approach to assessing virtual environments for synchronous and remote collaborative design,2012,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
CIRLab: A groupware framework for collaborative information retrieval research,2010,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Photo mementos: Designing digital media to represent ourselves at home,2014,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Tangibot: A tangible-mediated robot to support cognitive games for ageing people—A usability study,2017,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Studies on the copper extraction in a channel-based packed extraction device,2018,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Developing a Multimodal Interface for the Elderly,2014,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é um artigo sobre tabletop 
An examination of mobile phone pointing in surface mapped spatial augmented reality,2021,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
SIMPLE analytical model for smart microfluidic chip design,2019,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Online Treatment and Virtual Therapists in Child and Adolescent Psychiatry,2017,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletops
Interactive technologies for preschool game-based instruction: Experiences and future challenges,2016,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
A hybrid approach to user-oriented programming of collaborative robots,2022,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
A Smart System Facilitating Emotional Regulation in Neurodivergent Children,2024,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Prevention and mitigation volume introduction,2023,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Chapter 1 - Hasselblad from Film to Digital,2008,Science@Direct,The digital tabletop interface was not tangible,Rejected,
Immediate usability: a case study of public access design for a community photo library,2004,Science@Direct,The digital tabletop interface was not tangible,Rejected,
Pyrolysis of pig-hair in a fixed bed reactor: Physico-chemical parameters of bio-oil,2021,Science@Direct,The digital tabletop interface was not tangible,Rejected,"Menciona um refratometro digital de mesa, um digital tabletop refractometer"
"The CARNAÚBA X-ray nanospectroscopy beamline at the Sirius-LNLS synchrotron light source: Developments, commissioning, and first science at the TARUMÃ station",2023,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Research opportunities: Embodied child–computer interaction,2013,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Embedded figures in stories (EFiS): A method to observe preschoolers’ interactions with spatial manipulatives,2019,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Creasensor: SIMPLE technology for creatinine detection in plasma,2018,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletops
Assessing individual contributions to Collaborative Problem Solving: A network analysis approach,2020,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Human-Computer Interaction: Influences on Autistic Users,2021,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
"Visualizing the application of filters: A comparison of blocking, blurring, and colour-coding whiteboard information",2013,Science@Direct,The digital tabletop interface was not tangible,Rejected,Display vertical = whiteboard
A pilot study on evaluating children with autism spectrum disorder using computer games,2019,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletops
Sharing your view: A distributed user interface approach for reviewing emergency plans,2014,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Supine proton beam craniospinal radiotherapy using a novel tabletop adapter,2013,Science@Direct,The digital tabletop interface was not tangible,Rejected,É sobre mesa de operação
Chapter 11 - A Concise Description of Each Invention in Date Order,1983,Science@Direct,The digital tabletop interface was not tangible,Rejected,
Audio-augmented paper for therapy and educational intervention for children with autistic spectrum disorder,2014,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não tem display no tabletop
Ludogenic innovation: How playing incentivizes technological innovation,2025,Science@Direct,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
A Systematic Literature Review on Cyber Security Education for Children,2023,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Developing an argumentation support system for face-to-face collaborative learning,2013,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Study of Guessability method in a game for multitouch screen,2014,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Understanding Digital Cardwall Usage,2015,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
User interest profiling using tracking-free coarse gaze estimation,2016,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Mobile Application for Impedance-Based Biomimetic Sensor Readout,2013,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,mobile
Smart objects in education: An early survey to assess opportunities and challenges,2017,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletops
Technologies in the planning of refugees' camps: A parametric participative framework for spatial camp planning,2017,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Transparent Synchronous Electrostatic Actuator for Long-Stroke Planar Motion,2015,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
BIM-enhanced collaborative smart technologies for LEAN construction processes,2017,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletops
A System to Analyze Group Socializing Behaviors in Social Parties,2017,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletops
Presence and Communication in Hybrid Virtual and Augmented Reality Environments,2019,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não tem tabletop
Towards Cross-Media Information Spaces and Architectures,2019,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
XAVE: Cross-Platform Based Asymmetric Virtual Environment for Immersive Content,2023,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Spatial Augmented Reality Assistance System with Sensor-Based Activity Recognition at Cleaning Activities,2025,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,"Não é de tabletop, é uma sala inteira"
A Literature Review of User Studies in Extended Reality Applications for Archaeology,2022,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletops
Flexible and agile architecture for Internet of Things gadgets,2011,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Technology for Children With Autism Spectrum Disorder: What Do Sri Lankan Parents and Practitioners Want?,2019,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Stimulating cooperative and participative learning to match digital natives' needs,2010,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Tangible User Interface as Input and Output Device,2017,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é um display
Robotic Task Complexity and Collaborative Behavior of Children with ASD,2022,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Freehand pose-based Gestural Interaction: Studies and implications for interface design,2012,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Towards Preserving Indigenous Oral Stories Using Tangible Objects,2011,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
A 3D Flexible and Tangible Magic Lens in Augmented Reality,2007,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,
Googly Eyes: Exploring Effects of Displaying User’s Eyes Outward on a Virtual Reality Head-Mounted Display on User Experience,2024,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Adaptable Platform for Interactive Swarm Robotics (APIS): A Human-Swarm Interaction Research Testbed,2019,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre digital tabletop
Where We Stand and Where to Go: Building Bridges Between Real and Virtual Worlds for Collaboration,2023,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
Examining Actual Effects of a Tangible Tool on Children's Collaboration,2022,IEEE Digital Library,The digital tabletop interface was not tangible,Rejected,Display vertical
Metisse is not a 3D desktop!,2005,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
A survey of collaborative web search practices,2008,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Exergame design for elderly users: the case study of SilverBalance,2010,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
The sensorium,2011,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Phybots: a toolkit for making robotic things,2012,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Style by demonstration: teaching interactive movement style to robots,2012,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
"A survey of visual, mixed, and augmented reality gaming",2012,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
NowAndThen: a social network-based photo recommendation tool supporting reminiscence,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Not Just for Girls: Encouraging Cross-Gender Role Play and Reducing Gender Stereotypes with a Strategy Game,2019,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
"""All in the Same Boat"": Tradeoffs of Voice Assistant Ownership for Mixed-Visual-Ability Families",2020,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
An exploratory study of visual information analysis,2008,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
A Systematic Review of Multimedia Tools for Cybersecurity Awareness and Education,2021,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Interactive technologies that enhance children's creativity,2013,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Vibkinesis: notification by direct tap and 'dying message' using vibronic movement controllable smartphones,2014,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,É sobre mobile
Crossing-Based Selection with Virtual Reality Head-Mounted Displays,2019,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
ORbox: design of a mobile intelligent surface for small object recognition,2017,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Não tem um display
Security and Privacy Approaches in Mixed Reality: A Literature Survey,2019,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
"On-the-fly Prototyping: Designing, Testing, and Evolving an Interactive Public Installation in Loco",2017,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Não eh sobre tabletop
Developing iconic and semi-iconic game controllers,2014,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Activating Archives: Combining Elements of Japanese Culture to Create a New and Playful Musical Experience,2018,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Blockon: a block based buildable remote controller,2012,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
GenomiX: A Novel Interaction Tool for Self-Exploration of Personal Genomic Data,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Collaborative comic-based digital storytelling with primary school children,2020,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Hybrid Settlers - Integrating Dynamic Tiles into a Physical Board Game using Electrochromic Displays,2020,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Display analogico
Subtle and Personal Workspace Requirements for Visual Search Tasks on Public Displays,2017,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Display vertical
Jokebox: Coordinating Shared Encounters in Public Spaces,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Haptic and Visual feedback in 3D Audio Mixing Interfaces,2015,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,N eh sobre tabletop
HotFlex: Post-print Customization of 3D Prints Using Embedded State Change,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Laying the table for HCI: uncovering ecologies of domestic food consumption,2012,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Testing the technology: playing games with video conferencing,2007,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Integrating user stories to inspire the co-design of digital futures for cultural heritage,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
A User-based Mid-air Hand Gesture Set for Spreadsheets,2021,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,display vertical
SCAINs Presenter: Preventing Miscommunication by Detecting Context-Dependent Utterances in Spoken Dialogue,2024,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Muscle-plotter: An Interactive System based on Electrical Muscle Stimulation that Produces Spatial Output,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Real world responses to interactive gesture based public displays,2011,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Rendering physical effects in tabletop controls,2011,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Designing for Children's Collective Music Making: How Spatial Orientation and Configuration Matter,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Chatbots Facilitating Consensus-Building in Asynchronous Co-Design,2022,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
miniStudio: Designers' Tool for Prototyping Ubicomp Space with Interactive Miniature,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Development of a context-enhancing surface based on the entrainment of embodied rhythms and actions sharing via interaction,2012,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Display vertical
Interaction design gone wild: striving for wild theory,2011,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
GazeChat: Enhancing Virtual Conferences with Gaze-aware 3D Photos,2021,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Beyond affordance: tangibles' hybrid nature,2012,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Interface vertical
Elevate: A Walkable Pin-Array for Large Shape-Changing Terrains,2021,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,walkable
CollageVis: Rapid Previsualization Tool for Indie Filmmaking using Video Collages,2024,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Designing for Care Ecosystems: a Literature Review of Technologies for Children with ADHD,2022,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
"Stepper, Swipe, Tilt, Force: Comparative Evaluation of Four Number Pickers for Smartwatches",2021,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
The search wall: tangible information searching for children in public libraries,2009,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Motiis: Fostering Parents’ Awareness of their Adolescents Emotional Experiences during Gaming,2020,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Being here: designing for distributed hands-on collaboration in blended interaction spaces,2009,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
RayGraphy: Aerial Volumetric Graphics Rendered Using Lasers in Fog,2020,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Designing and testing a tangible interface prototype,2007,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Storytelling as a Creative Activity in the Classroom,2017,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,"O input era multi-device, o display era vertical"
Activity pad: teaching tool combining tangible interaction and affordance of paper,2013,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,"Não tem display, o input é feito por leitores RFC, e o ""display"" é uma folha impressa em cima."
jamSheets: thin interfaces with tunable stiffness enabled by layer jamming,2014,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Intelligent Agents and Networked Buttons Improve Free-Improvised Ensemble Music-Making on Touch-Screens,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Time and Design: Seven Sensitivities,2015,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Illustrating Robot Movements,2023,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Ambient Information Visualisation and Visitors’ Technology Acceptance of Mixed Reality in Museums,2020,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Large displays and tablets: data exploration and its effects on data collection,2018,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Towards Understanding Family Privacy and Security Literacy Conversations at Home: Design Implications for Privacy Literacy Interfaces,2024,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Whole-body interaction in natural environments benefits children's cognitive function compared to sedentary interaction indoors,2017,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
The View from MARS: Empowering Game Stream Viewers with Metadata Augmented Real-time Streaming,2023,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
EnhancedTouch: A Smart Bracelet for Enhancing Human-Human Physical Touch,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
KirigamiTable: Designing for Proxemic Transitions with a Shape-Changing Tabletop,2020,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,O protótipo descrito ainda não é interagível
Collaborative Technologies for Children with Special Needs: A Systematic Literature Review,2020,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Haptic cues: texture as a guide for non-visual tangible interaction,2013,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Não tinha display visual
Take My Hand: Automated Hand-Based Spatial Guidance for the Visually Impaired,2023,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
dSensingNI: a framework for advanced tangible interaction using a depth camera,2012,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,É um estudo sobre técnica de tracking que pode vir a ser implementado em tabletop
"Designing Together, Miles Apart: A Longitudinal Tabletop Telepresence Adventure in Online Co-Design with Children",2023,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Display vertical
Sometimes when we touch: how arm embodiments change reaching and collaboration on digital tables,2013,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Addressing Sustainability Through 360° Video Design  Research,2023,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
How HCI concepts are used in articles featuring interactive digital arts: a literature review.,2024,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Designing tangible video games: lessons learned from the sifteo cubes,2014,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,"É bem interessante e modular, mas não é um tabletop. A uTable, por exemplo é modular, e é uma tabletop"
In the Footsteps of Henri Tudor: Creating Batteries on a Tangible Interactive Workbench,2017,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Exploring the Design Space of Tangible Systems Supported for Early Reading Acquisition in Children with Dyslexia,2016,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
"LineFORM: Actuated Curve Interfaces for Display, Interaction, and Constraint",2015,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
WATouCH: Enabling Direct Input on Non-touchscreen Using Smartwatch's Photoplethysmogram and IMU Sensor Fusion,2020,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Towards Augmented Reality Driven Human-City Interaction: Current Research on Mobile Headsets and Future Challenges,2021,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Participatory Design of an Embodied Mixed Reality Experience Aimed to Assessing Individual and Collaborative Behaviors of Children,2024,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Remote Wavelength: Design and Evaluation of a System for Social Connectedness Through Distributed Tabletop Gameplay,2023,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
"Using Scalable, Interactive Floor Projection for Production Planning Scenario",2014,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,É sobre floorprojection
Haptics for tangible interaction: a vibro-tactile prototype,2010,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,
Supporting Community Participation in Interactive Exhibits,2014,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Só comenta que tinha uma tabletop na exibição
Mobile-based tangible interaction techniques for shared displays,2014,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Focado em mobile
Eliciting User-Defined Touch and Mid-air Gestures for Co-located Mobile Gaming,2022,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Mobile
UltraPower: Powering Tangible  Wearable Devices with Focused Ultrasound,2021,ACM Digital Library,The digital tabletop interface was not tangible,Rejected,Não é sobre tabletop
